filename,width,height,class,xmin,ymin,xmax,ymax
V575ASRPX5AVPOUNRSYVALDKLQ_jpg.rf.a57198f77e707178b74fc43ab48d21fa.jpg,640,640,placa,298,419,404,467
Foto-Placa-66-_jpg.rf.8f311be1c318746b6948219281dd6b8f.jpg,640,640,placa,20,175,43,189
Foto-Placa-66-_jpg.rf.8f311be1c318746b6948219281dd6b8f.jpg,640,640,placa,345,103,370,118
Foto-Placa-66-_jpg.rf.8f311be1c318746b6948219281dd6b8f.jpg,640,640,placa,570,283,611,307
Foto-Placa-515-_jpg.rf.7b94075f62352f4b9122602c37ded277.jpg,640,640,placa,509,359,528,368
Foto-Placa-515-_jpg.rf.7b94075f62352f4b9122602c37ded277.jpg,640,640,placa,316,251,329,257
WhatsApp-Image-2024-01-09-at-4-49-18-PM-1-_jpeg.rf.d4db35992a711cbef08ae505b179ded1.jpg,640,640,placa,270,121,331,146
20231009_201810_jpg.rf.c6885369587ffa2dc8d03c6c50eef5ee.jpg,640,640,placa,358,295,398,330
20231009_201810_jpg.rf.c6885369587ffa2dc8d03c6c50eef5ee.jpg,640,640,placa,131,226,156,253
20231009_201810_jpg.rf.c6885369587ffa2dc8d03c6c50eef5ee.jpg,640,640,placa,0,273,7,297
Foto-Placa-499-_jpg.rf.ac629c45910e5bab7f517d09b56e5f57.jpg,640,640,placa,345,225,360,231
Foto-Placa-499-_jpg.rf.ac629c45910e5bab7f517d09b56e5f57.jpg,640,640,placa,117,211,133,219
Foto-Placa-499-_jpg.rf.ac629c45910e5bab7f517d09b56e5f57.jpg,640,640,placa,461,393,489,405
WhatsApp-Image-2024-01-10-at-4-41-15-PM-1-_jpeg.rf.91930be2fab6414df0d47dc5572dc006.jpg,640,640,placa,302,208,433,373
Foto-Placa-479-_jpg.rf.ee7e9109ecc9697daeb6d0309246a1bb.jpg,640,640,placa,406,323,434,337
Foto-Placa-479-_jpg.rf.ee7e9109ecc9697daeb6d0309246a1bb.jpg,640,640,placa,138,167,158,176
Foto-Placa-479-_jpg.rf.ee7e9109ecc9697daeb6d0309246a1bb.jpg,640,640,placa,319,174,339,183
Foto-Placa-488-_jpg.rf.0a658a8b640bcbfb4367a3a19819e605.jpg,640,640,placa,394,413,418,425
images_jpg.rf.4bf1d9f9a408844c80a7a88d738cd2af.jpg,640,640,placa,43,126,610,478
Foto-Placa-511-_jpg.rf.c5b3fc68b5cfe93478ccfce670f9cdde.jpg,640,640,placa,454,218,492,235
Foto-Placa-511-_jpg.rf.c5b3fc68b5cfe93478ccfce670f9cdde.jpg,640,640,placa,247,506,264,513
Foto-Placa-511-_jpg.rf.c5b3fc68b5cfe93478ccfce670f9cdde.jpg,640,640,placa,95,540,112,546
Foto-Placa-511-_jpg.rf.c5b3fc68b5cfe93478ccfce670f9cdde.jpg,640,640,placa,352,570,366,576
Foto-Placa-511-_jpg.rf.c5b3fc68b5cfe93478ccfce670f9cdde.jpg,640,640,placa,228,576,242,582
WhatsApp-Image-2024-01-09-at-4-49-18-PM-2-_jpeg.rf.db4dfdfeb79ed410e572c45c7b8987b4.jpg,640,640,placa,330,222,394,279
20231009_201821_jpg.rf.4b3b72800ca7b14c99eb27c4a18e456a.jpg,640,640,placa,391,337,421,370
20231009_201821_jpg.rf.4b3b72800ca7b14c99eb27c4a18e456a.jpg,640,640,placa,216,257,240,283
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,339,263,374,277
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,65,308,98,322
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,109,459,133,469
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,293,510,316,519
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,427,580,444,587
Foto-Placa-474-_jpg.rf.8b502fb7c51de794e61418d6442d82bc.jpg,640,640,placa,272,608,287,614
WhatsApp-Image-2024-01-09-at-4-49-17-PM_jpeg.rf.28e43a59391e769f8ea6a5f5546b1dfe.jpg,640,640,placa,335,242,442,289
WhatsApp-Image-2024-01-09-at-4-49-17-PM_jpeg.rf.71341cef89cab697d7c67313e1a5e21f.jpg,640,640,placa,340,250,451,296
Foto-Placa-514-_jpg.rf.451af4528c09ff17e3fe4f07966aa242.jpg,640,640,placa,283,144,326,169
Foto-Placa-514-_jpg.rf.451af4528c09ff17e3fe4f07966aa242.jpg,640,640,placa,154,438,173,448
Foto-Placa-514-_jpg.rf.451af4528c09ff17e3fe4f07966aa242.jpg,640,640,placa,332,473,350,483
Foto-Placa-514-_jpg.rf.451af4528c09ff17e3fe4f07966aa242.jpg,640,640,placa,0,315,11,325
Foto-Placa-514-_jpg.rf.451af4528c09ff17e3fe4f07966aa242.jpg,640,640,placa,76,479,90,487
Foto-Placa-481-_jpg.rf.faab66b4163d9ef7be7eb6d1d959f904.jpg,640,640,placa,504,367,536,381
Foto-Placa-481-_jpg.rf.faab66b4163d9ef7be7eb6d1d959f904.jpg,640,640,placa,60,126,80,135
Foto-Placa-481-_jpg.rf.faab66b4163d9ef7be7eb6d1d959f904.jpg,640,640,placa,215,82,231,89
Foto-Placa-486-_jpg.rf.18fd2a679fd160275485a5458cfc84d9.jpg,640,640,placa,198,326,222,338
Foto-Placa-486-_jpg.rf.18fd2a679fd160275485a5458cfc84d9.jpg,640,640,placa,493,393,517,404
Foto-Placa-78-_jpg.rf.5aabebb75405f52f26e70840aaaa2c07.jpg,640,640,placa,360,42,386,55
Foto-Placa-78-_jpg.rf.5aabebb75405f52f26e70840aaaa2c07.jpg,640,640,placa,34,325,77,346
Foto-Placa-493-_jpg.rf.703a7868801cc6a28c2001d6e76b3154.jpg,640,640,placa,373,205,389,211
Foto-Placa-493-_jpg.rf.703a7868801cc6a28c2001d6e76b3154.jpg,640,640,placa,327,409,356,422
Foto-Placa-493-_jpg.rf.703a7868801cc6a28c2001d6e76b3154.jpg,640,640,placa,16,393,43,406
WhatsApp-Image-2024-01-10-at-4-41-15-PM-2-_jpeg.rf.735e4a5b42bb1b59c2309bf78dd9e17e.jpg,640,640,placa,268,338,365,404
20231009_201920_jpg.rf.92b05e419dd14dcc69a229f26007cd1d.jpg,640,640,placa,191,350,252,395
20231009_201920_jpg.rf.92b05e419dd14dcc69a229f26007cd1d.jpg,640,640,placa,409,317,434,337
WhatsApp-Image-2024-01-09-at-4-49-18-PM-2-_jpeg.rf.870fee8690cdd053c8b448a3e92e7c9d.jpg,640,640,placa,308,340,383,415
Foto-Placa-516-_jpg.rf.c89d67458fbfd04243ff3bbee58b3f6e.jpg,640,640,placa,186,453,202,462
Foto-Placa-516-_jpg.rf.c89d67458fbfd04243ff3bbee58b3f6e.jpg,640,640,placa,114,486,129,494
Foto-Placa-516-_jpg.rf.c89d67458fbfd04243ff3bbee58b3f6e.jpg,640,640,placa,317,230,336,241
WhatsApp-Image-2024-01-09-at-4-49-18-PM_jpeg.rf.16ced327566fe3b481f5519d82c1e717.jpg,640,640,placa,268,456,307,471
Foto-Placa-53-_jpg.rf.b7d05769a4a25bc45c67fdc529d0fac4.jpg,640,640,placa,223,568,254,585
Foto-Placa-53-_jpg.rf.b7d05769a4a25bc45c67fdc529d0fac4.jpg,640,640,placa,318,247,373,275
WhatsApp-Image-2024-01-10-at-4-41-15-PM-3-_jpeg.rf.77988db27c43db36939c2aae7d813372.jpg,640,640,placa,184,265,419,356
Foto-Placa-504-_jpg.rf.2bdf9c91fe612f69dfc199cdc0457a9a.jpg,640,640,placa,405,450,424,458
Foto-Placa-504-_jpg.rf.2bdf9c91fe612f69dfc199cdc0457a9a.jpg,640,640,placa,292,251,320,265
20231009_201843_jpg.rf.b05279d804945b10e1e132d4f42bf456.jpg,640,640,placa,438,318,496,357
Foto-Placa-483-_jpg.rf.a6705040ade0c876757af231065dbbbf.jpg,640,640,placa,456,450,473,459
Foto-Placa-483-_jpg.rf.a6705040ade0c876757af231065dbbbf.jpg,640,640,placa,592,196,623,213
Foto-Placa-483-_jpg.rf.a6705040ade0c876757af231065dbbbf.jpg,640,640,placa,230,271,260,287
Foto-Placa-483-_jpg.rf.a6705040ade0c876757af231065dbbbf.jpg,640,640,placa,246,518,262,526
WhatsApp-Image-2024-01-10-at-4-41-15-PM-2-_jpeg.rf.b3687f6ca33210ace1f567bef91305c5.jpg,640,640,placa,273,337,357,393
20231009_201908_jpg.rf.aa1c129477236b7e13098a9da754a0ce.jpg,640,640,placa,227,382,266,411
Foto-Placa-512-_jpg.rf.2a4e192c68c805688fa9d71fd25bc6f7.jpg,640,640,placa,191,399,226,414
Foto-Placa-512-_jpg.rf.2a4e192c68c805688fa9d71fd25bc6f7.jpg,640,640,placa,450,213,473,223
Foto-Placa-512-_jpg.rf.2a4e192c68c805688fa9d71fd25bc6f7.jpg,640,640,placa,385,125,400,132
Foto-Placa-512-_jpg.rf.2a4e192c68c805688fa9d71fd25bc6f7.jpg,640,640,placa,492,93,505,98
Foto-Placa-512-_jpg.rf.2a4e192c68c805688fa9d71fd25bc6f7.jpg,640,640,placa,257,94,271,100
WhatsApp-Image-2024-01-09-at-4-49-18-PM-3-_jpeg.rf.10373b9d0ee48e134e6bcaad5e093842.jpg,640,640,placa,352,180,422,246
Foto-Placa-519-_jpg.rf.202b2d41eb272ec1fe5b134d823e01d1.jpg,640,640,placa,168,262,182,268
Foto-Placa-63-_jpg.rf.ff66caec87c57e69431554a3e81cd1a2.jpg,640,640,placa,292,393,350,425
20231009_200955_jpg.rf.d92816a0f59c76ac7f0d2468107a6f35.jpg,640,640,placa,148,259,195,292
20231009_200955_jpg.rf.d92816a0f59c76ac7f0d2468107a6f35.jpg,640,640,placa,503,351,539,380
Foto-Placa-504-_jpg.rf.da40988a090b6b4d7c18c86d6b6c69b3.jpg,640,640,placa,425,199,444,207
Foto-Placa-504-_jpg.rf.da40988a090b6b4d7c18c86d6b6c69b3.jpg,640,640,placa,280,365,307,378
WhatsApp-Image-2024-01-10-at-4-41-15-PM-2-_jpeg.rf.b811df07d841010f7f6e90cb0b1d6a5d.jpg,640,640,placa,280,356,376,424
Foto-Placa-490-_jpg.rf.1a1c61d7d51bcc46c03a2c5fa6d8a7cf.jpg,640,640,placa,41,437,70,451
20231009_201719_jpg.rf.0771293aef1f0bb51d18711e2e48d946.jpg,640,640,placa,282,320,309,340
WhatsApp-Image-2024-01-10-at-4-41-15-PM-3-_jpeg.rf.3f5b9f642c042f438db6633ac32cb17f.jpg,640,640,placa,199,271,424,351
Foto-Placa-58-_jpg.rf.34af3411ae66c435b5bd8bde742d6609.jpg,640,640,placa,295,150,324,162
Foto-Placa-51-_jpg.rf.9d340b3657336027ed397eff3da29844.jpg,640,640,placa,293,0,308,4
W3JADEC6JRATBPYMFEJ6CPV2EY_jpg.rf.842f17bc1503fa669cfd515140f20285.jpg,640,640,placa,314,97,405,171
Foto-Placa-518-_jpg.rf.ebeddb0619768180b07b4ab03d632c9e.jpg,640,640,placa,304,193,323,201
Foto-Placa-62-_jpg.rf.faafb1198b83a6d30f2e7ea79e5e352b.jpg,640,640,placa,177,345,220,363
Foto-Placa-61-_jpg.rf.c3ef09909d4f71d1f4b2fab1646c8edc.jpg,640,640,placa,132,477,191,514
Foto-Placa-512-_jpg.rf.e5f07214261ae98e175736b839e0e262.jpg,640,640,placa,185,231,220,249
Foto-Placa-512-_jpg.rf.e5f07214261ae98e175736b839e0e262.jpg,640,640,placa,459,407,483,418
Foto-Placa-512-_jpg.rf.e5f07214261ae98e175736b839e0e262.jpg,640,640,placa,400,504,415,512
Foto-Placa-512-_jpg.rf.e5f07214261ae98e175736b839e0e262.jpg,640,640,placa,510,530,523,537
Foto-Placa-512-_jpg.rf.e5f07214261ae98e175736b839e0e262.jpg,640,640,placa,273,545,287,552
Foto-Placa-60-_jpg.rf.586cc080412536fbdf188778731bd082.jpg,640,640,placa,172,336,216,361
WhatsApp-Image-2024-01-10-at-4-41-15-PM-1-_jpeg.rf.152093e089a7f9e2fbf99b8d175fbe09.jpg,640,640,placa,207,261,329,466
20231009_201838_jpg.rf.84904311c8f20aef69a755b18744c19e.jpg,640,640,placa,117,305,180,353
20231009_201843_jpg.rf.6c85b772fc78003d65544547c62370ad.jpg,640,640,placa,158,278,212,314
20231009_201843_jpg.rf.6c85b772fc78003d65544547c62370ad.jpg,640,640,placa,615,221,640,249
20231009_201914_jpg.rf.cba0ad555cef50f1e3361e28d799f406.jpg,640,640,placa,297,280,352,345
Foto-Placa-59-_jpg.rf.09ad2665c23265ed96a135f18ad96d6f.jpg,640,640,placa,63,218,97,231
Foto-Placa-506-_jpg.rf.0501aa4d2011bf704e1142af51000d38.jpg,640,640,placa,119,273,144,283
Foto-Placa-506-_jpg.rf.0501aa4d2011bf704e1142af51000d38.jpg,640,640,placa,463,234,480,240
Foto-Placa-496-_jpg.rf.2f5ddc27847e7fdcf719d0c84639f475.jpg,640,640,placa,60,440,88,453
Foto-Placa-75-_jpg.rf.d162dade202dbae38d2919220688d134.jpg,640,640,placa,86,248,128,269
Foto-Placa-516-_jpg.rf.dc8bb507345cfbc4afe2c0cb7d7139c6.jpg,640,640,placa,467,219,482,226
Foto-Placa-516-_jpg.rf.dc8bb507345cfbc4afe2c0cb7d7139c6.jpg,640,640,placa,545,206,558,212
Foto-Placa-516-_jpg.rf.dc8bb507345cfbc4afe2c0cb7d7139c6.jpg,640,640,placa,285,398,304,408
Foto-Placa-514-_jpg.rf.82885ceb8dfda3624e1bec93b33984a0.jpg,640,640,placa,332,454,372,473
Foto-Placa-514-_jpg.rf.82885ceb8dfda3624e1bec93b33984a0.jpg,640,640,placa,439,171,456,178
Foto-Placa-514-_jpg.rf.82885ceb8dfda3624e1bec93b33984a0.jpg,640,640,placa,267,162,283,169
Foto-Placa-514-_jpg.rf.82885ceb8dfda3624e1bec93b33984a0.jpg,640,640,placa,608,265,629,274
Foto-Placa-514-_jpg.rf.82885ceb8dfda3624e1bec93b33984a0.jpg,640,640,placa,511,123,525,129
WhatsApp-Image-2024-01-10-at-3-48-05-PM-1-_jpeg.rf.7cb3c09e84f037e91dc7c4ee35618084.jpg,640,640,placa,362,272,536,330
WhatsApp-Image-2024-01-10-at-3-48-06-PM_jpeg.rf.2f7cd54c57e84a635067d69f63f8cd84.jpg,640,640,placa,285,188,390,225
Foto-Placa-64-_jpg.rf.9acd1b896f99d8335aaefd059bc2987a.jpg,640,640,placa,568,411,616,428
Foto-Placa-59-_jpg.rf.0c1e566bf722af5f05baa2ef89ea7aec.jpg,640,640,placa,33,412,70,429
Foto-Placa-61-_jpg.rf.1ad961f0ddb1782d8a15f180195825d5.jpg,640,640,placa,403,515,457,540
Foto-Placa-494-_jpg.rf.973613b439ad4795c32b30f6a913fb85.jpg,640,640,placa,426,335,450,346
20231009_201858_jpg.rf.07efe7593e656d0fc7bae225eb0f3042.jpg,640,640,placa,386,274,423,311
Foto-Placa-64-_jpg.rf.45c33bd98c04bb1f241cf61bda23859d.jpg,640,640,placa,0,274,33,299
Foto-Placa-63-_jpg.rf.a44528179f6beabd8dea678bdc75daea.jpg,640,640,placa,282,388,334,407
Foto-Placa-59-_jpg.rf.dfde6a36f155348f1ccd2f2136ca60eb.jpg,640,640,placa,39,193,77,211
Foto-Placa-77-_jpg.rf.ae6eb495fc63a7b4728503d5fc469c75.jpg,640,640,placa,108,304,147,320
Foto-Placa-498-_jpg.rf.c440f2d55866683c1d9341a1f4a9704f.jpg,640,640,placa,231,366,255,377
Foto-Placa-501-_jpg.rf.3b7cd3b86be58ca7c3c80bae855cd821.jpg,640,640,placa,407,327,431,339
Foto-Placa-501-_jpg.rf.3b7cd3b86be58ca7c3c80bae855cd821.jpg,640,640,placa,303,191,317,197
Foto-Placa-501-_jpg.rf.3b7cd3b86be58ca7c3c80bae855cd821.jpg,640,640,placa,399,161,411,167
Foto-Placa-482-_jpg.rf.620790b84261c44bd05848438221fbdf.jpg,640,640,placa,446,375,476,390
Foto-Placa-482-_jpg.rf.620790b84261c44bd05848438221fbdf.jpg,640,640,placa,263,129,278,136
JMWSSARO2BHXXCJJ76JI4BYDKY_jpg.rf.4e398cc1753af9659051ba1e4a432310.jpg,640,640,placa,417,519,451,548
Foto-Placa-75-_jpg.rf.ad6387402174dacf85d86800cdc4f258.jpg,640,640,placa,84,291,122,307
Foto-Placa-62-_jpg.rf.93599d8e9c949eb149db4bfdd72df6e1.jpg,640,640,placa,171,337,215,358
Foto-Placa-67-_jpg.rf.e37b553aaa6eea232a5dd45f64bae55b.jpg,640,640,placa,208,152,255,175
20231009_201914_jpg.rf.67c7846d573d2afd6f84b0f646dff7b0.jpg,640,640,placa,289,304,352,361
Foto-Placa-522-_jpg.rf.7445efb54642c85553069c99b96c1017.jpg,640,640,placa,341,152,359,160
Foto-Placa-502-_jpg.rf.c510736767ab5324c6a971d2ec8f25f4.jpg,640,640,placa,185,259,210,271
Foto-Placa-75-_jpg.rf.327ba0faec557433c1e186bd210e4c38.jpg,640,640,placa,82,320,121,337
WhatsApp-Image-2024-01-10-at-4-41-14-PM_jpeg.rf.82994b32023888d9d59fc5fed2298ccc.jpg,640,640,placa,78,181,126,199
WhatsApp-Image-2024-01-10-at-4-41-14-PM_jpeg.rf.82994b32023888d9d59fc5fed2298ccc.jpg,640,640,placa,324,168,366,192
WhatsApp-Image-2024-01-10-at-4-41-14-PM_jpeg.rf.82994b32023888d9d59fc5fed2298ccc.jpg,640,640,placa,499,171,538,195
WhatsApp-Image-2024-01-10-at-4-41-14-PM_jpeg.rf.82994b32023888d9d59fc5fed2298ccc.jpg,640,640,placa,594,175,630,195
Foto-Placa-56-_jpg.rf.4a0ff0892b2b46a8f84d441da67cbafe.jpg,640,640,placa,395,285,439,307
Foto-Placa-62-_jpg.rf.64e0c71cf15552ab0c64f57de2d56234.jpg,640,640,placa,167,337,211,358
Foto-Placa-64-_jpg.rf.1194face9b3982a7ae845cbc047b40a6.jpg,640,640,placa,570,423,620,442
Foto-Placa-519-_jpg.rf.c3196b2b6e2f1a01ff0f8c13cef19469.jpg,640,640,placa,464,227,479,236
Foto-Placa-500-_jpg.rf.bc8d746918b6e3225e3937fb27c9f596.jpg,640,640,placa,206,136,216,141
Foto-Placa-500-_jpg.rf.bc8d746918b6e3225e3937fb27c9f596.jpg,640,640,placa,428,392,454,403
Foto-Placa-500-_jpg.rf.bc8d746918b6e3225e3937fb27c9f596.jpg,640,640,placa,382,175,393,180
Foto-Placa-500-_jpg.rf.bc8d746918b6e3225e3937fb27c9f596.jpg,640,640,placa,457,269,476,278
Foto-Placa-500-_jpg.rf.bc8d746918b6e3225e3937fb27c9f596.jpg,640,640,placa,151,348,180,361
Foto-Placa-60-_jpg.rf.6e0168ba20e9c6f78543edf24aff0347.jpg,640,640,placa,158,331,201,349
20231009_201849_jpg.rf.bcd6c5b0aea6908f6763a36828701bf8.jpg,640,640,placa,308,320,339,355
20231009_201849_jpg.rf.bcd6c5b0aea6908f6763a36828701bf8.jpg,640,640,placa,479,263,498,290
Foto-Placa-68-_jpg.rf.b4f8bcf8e9ef05fa961bb6b64890a92d.jpg,640,640,placa,23,485,74,508
Foto-Placa-8-_jpg.rf.3732a20512035557a813e8845674883b.jpg,640,640,placa,314,242,320,245
Foto-Placa-8-_jpg.rf.3732a20512035557a813e8845674883b.jpg,640,640,placa,404,453,424,464
Foto-Placa-78-_jpg.rf.3cc59560e224c55a79a2bcc37dfa2388.jpg,640,640,placa,248,55,272,65
Foto-Placa-78-_jpg.rf.3cc59560e224c55a79a2bcc37dfa2388.jpg,640,640,placa,565,288,605,304
Foto-Placa-61-_jpg.rf.d60041d80c9c18723f759bf990f00237.jpg,640,640,placa,139,125,203,166
Foto-Placa-71-_jpg.rf.18998cbe4d49f6a2b16c8ca81794a176.jpg,640,640,placa,578,446,623,464
Foto-Placa-71-_jpg.rf.dda35a82fb30e7c692211bf02651bddb.jpg,640,640,placa,53,104,102,133
Foto-Placa-51-_jpg.rf.ff7899f6b8ea1b6132171b32f0f971bd.jpg,640,640,placa,20,137,53,149
Foto-Placa-51-_jpg.rf.ff7899f6b8ea1b6132171b32f0f971bd.jpg,640,640,placa,366,28,392,39
Foto-Placa-63-_jpg.rf.780380dbb0f107de00b0423608b16224.jpg,640,640,placa,261,228,317,258
20231009_201920_jpg.rf.969459e6ef745180cc968424593c1557.jpg,640,640,placa,365,292,425,326
20231009_201920_jpg.rf.969459e6ef745180cc968424593c1557.jpg,640,640,placa,199,316,220,334
Foto-Placa-523-_jpg.rf.24572da044b1b8f5b2907c55ae3877d4.jpg,640,640,placa,461,220,494,236
Foto-Placa-523-_jpg.rf.24572da044b1b8f5b2907c55ae3877d4.jpg,640,640,placa,283,166,308,179
20231009_201849_jpg.rf.f14e1c8fc349632c6e8a2ba99bb986dd.jpg,640,640,placa,301,323,331,356
20231009_201849_jpg.rf.f14e1c8fc349632c6e8a2ba99bb986dd.jpg,640,640,placa,142,275,160,301
20231009_201858_jpg.rf.2c28256d10c2efb5d304fef6e6708b1e.jpg,640,640,placa,213,233,259,270
Foto-Placa-53-_jpg.rf.b6c53494971c5a3e26d8dc7238d648ad.jpg,640,640,placa,328,57,355,69
Foto-Placa-53-_jpg.rf.b6c53494971c5a3e26d8dc7238d648ad.jpg,640,640,placa,276,358,325,379
Foto-Placa-77-_jpg.rf.f36a4638654d5be1b129aac72299886f.jpg,640,640,placa,532,285,573,303
Foto-Placa-60-_jpg.rf.42d2642955c9c223fe442671ffda7834.jpg,640,640,placa,435,326,475,342
20231009_201920_jpg.rf.ed23aa06df5e4a58645525dc5113a40d.jpg,640,640,placa,221,318,280,365
20231009_201920_jpg.rf.ed23aa06df5e4a58645525dc5113a40d.jpg,640,640,placa,418,273,443,293
Foto-Placa-68-_jpg.rf.7543833bc8712b9482d1582d622d54b8.jpg,640,640,placa,51,471,98,491
20231009_201914_jpg.rf.8bd58a34d672bcde026073a5e270e299.jpg,640,640,placa,315,286,377,360
20231009_201908_jpg.rf.9de77f662b284e5fce88f59a8a1e46b8.jpg,640,640,placa,369,230,408,259
20231009_201838_jpg.rf.4ff4cc48f3392294cd21dd4f383b0155.jpg,640,640,placa,118,329,183,382
Foto-Placa-53-_jpg.rf.169c0624b90e20eb5a8746ace595f6a7.jpg,640,640,placa,280,47,309,59
Foto-Placa-53-_jpg.rf.169c0624b90e20eb5a8746ace595f6a7.jpg,640,640,placa,311,367,363,390
Foto-Placa-5-_jpg.rf.0104ca17e68e26dc02c709c05f5f355b.jpg,640,640,placa,320,238,326,241
Foto-Placa-5-_jpg.rf.0104ca17e68e26dc02c709c05f5f355b.jpg,640,640,placa,296,462,317,469
Foto-Placa-5-_jpg.rf.0104ca17e68e26dc02c709c05f5f355b.jpg,640,640,placa,262,226,267,229
Foto-Placa-5-_jpg.rf.0104ca17e68e26dc02c709c05f5f355b.jpg,640,640,placa,462,431,481,438
Foto-Placa-5-_jpg.rf.0104ca17e68e26dc02c709c05f5f355b.jpg,640,640,placa,202,271,212,275
20231009_201810_jpg.rf.6d4fbe1e374f2edaf53283eeee11bc83.jpg,640,640,placa,354,291,389,326
20231009_201810_jpg.rf.6d4fbe1e374f2edaf53283eeee11bc83.jpg,640,640,placa,143,216,168,241
20231009_201810_jpg.rf.6d4fbe1e374f2edaf53283eeee11bc83.jpg,640,640,placa,9,253,25,275
Foto-Placa-511-_jpg.rf.d00b19bcf900ec6dd03ba9280ec2d03e.jpg,640,640,placa,424,408,460,423
Foto-Placa-511-_jpg.rf.d00b19bcf900ec6dd03ba9280ec2d03e.jpg,640,640,placa,263,135,279,142
Foto-Placa-511-_jpg.rf.d00b19bcf900ec6dd03ba9280ec2d03e.jpg,640,640,placa,129,91,144,98
Foto-Placa-511-_jpg.rf.d00b19bcf900ec6dd03ba9280ec2d03e.jpg,640,640,placa,364,88,377,93
Foto-Placa-511-_jpg.rf.d00b19bcf900ec6dd03ba9280ec2d03e.jpg,640,640,placa,253,71,266,77
Foto-Placa-78-_jpg.rf.d53d6c4643d717a544b70b1226c00113.jpg,640,640,placa,368,624,393,636
Foto-Placa-78-_jpg.rf.d53d6c4643d717a544b70b1226c00113.jpg,640,640,placa,2,375,37,392
Foto-Placa-56-_jpg.rf.88c41f4b9415d320535796e195b5becc.jpg,640,640,placa,201,297,244,316
Foto-Placa-66-_jpg.rf.c93b5ce5d739ac126a02766b47f188c1.jpg,640,640,placa,79,108,100,116
Foto-Placa-66-_jpg.rf.c93b5ce5d739ac126a02766b47f188c1.jpg,640,640,placa,403,122,426,132
Foto-Placa-66-_jpg.rf.c93b5ce5d739ac126a02766b47f188c1.jpg,640,640,placa,568,352,607,366
Foto-Placa-8-_jpg.rf.803f1b24ca87d31cd0a95ea6df6d916b.jpg,640,640,placa,332,243,337,246
Foto-Placa-8-_jpg.rf.803f1b24ca87d31cd0a95ea6df6d916b.jpg,640,640,placa,409,470,430,480
Foto-Placa-8-_jpg.rf.e705996a6294abfc17ed987c3e8483ef.jpg,640,640,placa,333,244,338,246
Foto-Placa-8-_jpg.rf.e705996a6294abfc17ed987c3e8483ef.jpg,640,640,placa,371,471,392,479
Foto-Placa-67-_jpg.rf.31d3ace8c41ecbd0acc84dcab1790f8a.jpg,640,640,placa,358,477,402,494
Foto-Placa-55-_jpg.rf.635a30651cb8a968aeff3b27bb3ecc57.jpg,640,640,placa,548,321,593,343
Foto-Placa-5-_jpg.rf.81d200f222cdd42a72523b1bf505ec50.jpg,640,640,placa,321,238,327,240
Foto-Placa-5-_jpg.rf.81d200f222cdd42a72523b1bf505ec50.jpg,640,640,placa,304,439,322,445
Foto-Placa-5-_jpg.rf.81d200f222cdd42a72523b1bf505ec50.jpg,640,640,placa,270,228,274,230
Foto-Placa-5-_jpg.rf.81d200f222cdd42a72523b1bf505ec50.jpg,640,640,placa,452,409,469,414
Foto-Placa-5-_jpg.rf.81d200f222cdd42a72523b1bf505ec50.jpg,640,640,placa,217,269,225,272
Foto-Placa-77-_jpg.rf.8107ee7b509167311136f9dc17ae0820.jpg,640,640,placa,493,313,531,329
Foto-Placa-7-_jpg.rf.df1f390397983d7f6a0bdf487fead62c.jpg,640,640,placa,338,293,348,299
Foto-Placa-7-_jpg.rf.df1f390397983d7f6a0bdf487fead62c.jpg,640,640,placa,251,290,261,296
Foto-Placa-7-_jpg.rf.df1f390397983d7f6a0bdf487fead62c.jpg,640,640,placa,120,610,152,617
Foto-Placa-7-_jpg.rf.df1f390397983d7f6a0bdf487fead62c.jpg,640,640,placa,328,390,343,397
Foto-Placa-7-_jpg.rf.f5ce0d74e6fe403300e533f837c09e29.jpg,640,640,placa,333,275,342,279
Foto-Placa-7-_jpg.rf.f5ce0d74e6fe403300e533f837c09e29.jpg,640,640,placa,254,285,263,289
Foto-Placa-7-_jpg.rf.f5ce0d74e6fe403300e533f837c09e29.jpg,640,640,placa,181,591,210,603
Foto-Placa-7-_jpg.rf.f5ce0d74e6fe403300e533f837c09e29.jpg,640,640,placa,338,364,351,369
Llega-a-Lima-la-app-de-taxi-con-precio-variable_jpg.rf.3d76c4c2c61db3b6a1ba1fbe626f076c.jpg,640,640,placa,304,169,359,210
Llega-a-Lima-la-app-de-taxi-con-precio-variable_jpg.rf.3d76c4c2c61db3b6a1ba1fbe626f076c.jpg,640,640,placa,596,311,640,343
Llega-a-Lima-la-app-de-taxi-con-precio-variable_jpg.rf.3d76c4c2c61db3b6a1ba1fbe626f076c.jpg,640,640,placa,56,193,98,226
Foto-Placa-415-_jpg.rf.5e6b5ff9b1778b99a7c69e8892a9531c.jpg,640,640,placa,411,223,427,230
